"id","hotel_name","continent","country","city","address","services","eco_mark"
"224","NH Ciudad de Valladolid","Europe","Espagne","Valladolid"," Avenida Ramón Pradera, 10-12, 47009 Valladolid Espagne","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|80 Chambres","False"
"225","NH Valladolid Bálago","Europe","Espagne","Valladolid"," Las Mieses, 28, 47009 Valladolid Espagne","Wi-Fi gratuit|Parking|Centre sportif|Spa|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|120 Chambres","False"
"226","NH Collection Vigo","Europe","Espagne","Vigo"," Avenida García Barbón, 17-19, 36201 Vigo Espagne","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|108 Chambres","False"
"227","NH Canciller Ayala Vitoria","Europe","Espagne","Vitoria"," Ramón y Cajal, 5, 01007 Vitoria Espagne","Wi-Fi gratuit|Parking|Climatisation - Contrôle de la climatisation|Animaux|Baby-sitter|Occasions spéciales|Réunions|173 Chambres","False"
"228","NH Zamora Palacio del Duero","Europe","Espagne","Zamora"," Plaza de la Horta, 1, 49002 Zamora Espagne","Wi-Fi gratuit|Parking|Climatisation - Contrôle de la climatisation|Accessibilité|Occasions spéciales|Réunions|49 Chambres","False"
"229","NH Lyon Airport","Europe","France","Lyon"," 915 Rue d'Espagne, 69125 Lyon France","Wi-Fi gratuit|Centre sportif|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|245 Chambres","True"
"230","NH Collection Marseille","Europe","France","Marseille"," 37 Boulevard des Dames, 13002 Marseille France","Wi-Fi gratuit|Centre sportif|100%|Animaux|Accessibilité|Occasions spéciales|Réunions|176 Chambres","False"
"231","nhow Marseille","Europe","France","Marseille"," 200 Corniche J.F Kennedy, 13007 Marseille France","Wi-Fi gratuit|Parking|Centre sportif|Piscine|Spa|Animaux|Accessibilité|Occasions spéciales|Réunions|150 Chambres","False"
"232","NH Nice","Europe","France","Nice"," 2-4, Parvis de l´Europe, 06300 Nice France","Wi-Fi gratuit|Parking|Centre sportif|Spa|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|152 Chambres","True"
"233","NH Toulouse Airport","Europe","France","Toulouse"," 15 rue Charles Lindbergh, Blagnac, 31700 Toulouse France","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|148 Chambres","False"
"234","Anantara New York Palace Budapest Hotel","Europe","Hongrie","Budapest"," Erzsébet krt. 9 1073 Budapest Budapest Hongrie","Wi-Fi gratuit|Centre sportif|Spa|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|185 Chambres","False"
"235","NH Budapest City","Europe","Hongrie","Budapest"," Vígszínház u. 3, H-1137 Budapest Hongrie","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|160 Chambres","False"
"236","NH Collection Budapest City Center","Europe","Hongrie","Budapest"," Osvát u. 2-8 1073 Budapest Hongrie","Wi-Fi gratuit|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|138 Chambres","False"
"237","The Marker Hotel","Europe","Irlande","Dublin"," Grand Canal Square, Docklands D02 CK38 Dublin Irlande","Wi-Fi gratuit|Parking|Centre sportif|Piscine|Spa|100%|Climatisation - Contrôle de la climatisation|Accessibilité|Occasions spéciales|Réunions|187 Chambres","False"
"238","NH Ancona","Europe","Italie","Ancône"," Rupi di Via XXIX Settembre, 14, 60122 Ancône Italie","Wi-Fi gratuit|Parking|Climatisation - Contrôle de la climatisation|Animaux|Occasions spéciales|Réunions|89 Chambres","False"
"239","NH Bergamo","Europe","Italie","Bergame"," Via Paleocapa 1/G, 24122 Bergame Italie","Wi-Fi gratuit|Parking|Climatisation - Contrôle de la climatisation|Centre sportif|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|88 Chambres","True"
"240","NH Orio al Serio","Europe","Italie","Bergame"," Via Portico , 75, 24050 Orio al Serio Bergame Italie","Wi-Fi gratuit|Parking|Centre sportif|100%|Navette|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|118 Chambres","True"
"241","NH Bologna Villanova","Europe","Italie","Bologne"," Via Villanova, 29/8, 40055 Villanova di Castenaso Bologne Italie","Wi-Fi gratuit|Parking|Centre sportif|Piscine|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Occasions spéciales|Réunions|209 Chambres","True"
"242","NH Bologna de la Gare","Europe","Italie","Bologne"," Piazza XX Settembre, 2, 40121 Bologne Italie","Wi-Fi gratuit|Parking|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|156 Chambres","True"
"243","NH Caltagirone Villa San Mauro","Europe","Italie","Caltagirone"," Via Portosalvo, 26, 95041 Caltagirone Italie","Wi-Fi gratuit|Parking|Piscine|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|91 Chambres","False"
"244","NH Catania Centro","Europe","Italie","Catane"," Piazza Trento, 13, 95129 Catane Italie","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|128 Chambres","True"
"245","NH Catania Parco Degli Aragonesi","Europe","Italie","Catane"," Viale Kennedy. Località La Playa, 95121 Catane Italie","Wi-Fi gratuit|Parking|Piscine|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|124 Chambres","True"
"246","NH Collection Grand Hotel Convento di Amalfi","Europe","Italie","Côte Amalfitaine"," Via Annunziatella, 46, 84011 Côte Amalfitaine Côte Amalfitaine Italie","Wi-Fi gratuit|Parking|Centre sportif|Piscine|Spa|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Baby-sitter|53 Chambres|Animaux","True"
"247","NH Collection Firenze Palazzo Gaddi","Europe","Italie","Florence"," Via del Giglio, 9 50123 Florence Italie","Wi-Fi gratuit|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|86 Chambres","False"
"248","NH Collection Firenze Porta Rossa","Europe","Italie","Florence"," Via Porta Rossa, 19, 50123 Florence Italie","Wi-Fi gratuit|Parking|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|70 Chambres","True"
"249","NH Firenze","Europe","Italie","Florence"," Piazza Vittorio Veneto, 4/A, 50123 Florence Florence Italie","Wi-Fi gratuit|Parking|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|152 Chambres|Piscine","True"
"250","NH Collection Genova Marina","Europe","Italie","Gênes"," Molo Ponte Calvi, 5, 16124 Gênes Italie","Wi-Fi gratuit|Parking|Centre sportif|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|140 Chambres","True"
"251","NH Genova Centro","Europe","Italie","Gênes"," Via Martin Piaggio, 11, 16122 Gênes Italie","Wi-Fi gratuit|Parking|Centre sportif|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|141 Chambres","True"
"252","NH La Spezia","Europe","Italie","La Spezia "," Via XX Settembre, 2, 19124 La Spezia La Spezia - Cinque Terre Italie","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Occasions spéciales|Réunions|110 Chambres","True"
"253","NH Lecco Pontevecchio","Europe","Italie","Lecco, Lac de Côme"," Via A. Visconti, 84, 23900 Lecco, Lac de Côme Italie","Wi-Fi gratuit|Parking|Climatisation - Contrôle de la climatisation|Navette|Centre sportif|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|111 Chambres","True"
"254","NH Collection Milano Porta Nuova","Europe","Italie","Milan"," Via Melchiorre Gioia, 6, 20124 Milan Italie","Wi-Fi gratuit|Parking|Centre sportif|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|100 Chambres","True"
"255","NH Collection Milano President","Europe","Italie","Milan"," Largo Augusto, 10, 20122 Milan Italie","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|274 Chambres","True"
"256","NH Linate","Europe","Italie","Milan"," Via A. Grandi, 12, 20068 Peschiera Borromeo Milan Italie","Wi-Fi gratuit|Parking|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|67 Chambres","True"
"257","NH Milano 2","Europe","Italie","Milan"," Strada di Olgia Nuova snc - Loc. Segrate, 20090  Segrate Milan Italie","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|143 Chambres","True"
"258","NH Milano 2 Residence","Europe","Italie","Milan"," Strada di Olgia Vecchia SNC 20090 Segrate Milan Italie","Wi-Fi gratuit|Parking|Centre sportif|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|134 Chambres","True"
"259","NH Milano Concordia","Europe","Italie","Milan"," Via Luciano Lama n.10 (ang.Viale Edison), 20099 Sesto San Giovanni Milan Italie","Wi-Fi gratuit|Parking|Centre sportif|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|155 Chambres","True"
"260","NH Milano Congress Centre","Europe","Italie","Milan"," Strada 2a, Milanofiori, 20090 Assago Milan Italie","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Animaux|Occasions spéciales|Réunions|255 Chambres","False"
"261","NH Milano Fiera","Europe","Italie","Milan"," Viale degli Alberghi s/n, 20017 Rho Milan Italie","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|398 Chambres","True"
"262","NH Milano Machiavelli","Europe","Italie","Milan"," Via Lazzaretto, 5, 20124 Milan Italie","Wi-Fi gratuit|Parking|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|103 Chambres","True"
"263","NH Milano Palazzo Moscova","Europe","Italie","Milan"," Viale Monte Grappa 12, 20124 Milan Italie","Wi-Fi gratuit|Centre sportif|Spa|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions| Chambres","True"
"264","NH Milano Touring","Europe","Italie","Milan"," Via Ugo Tarchetti, 2, 20121 Milan Italie","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|282 Chambres","True"
"265","nhow Milano","Europe","Italie","Milan"," Via Tortona 35, 20144 Milan Italie","Wi-Fi gratuit|Parking|Centre sportif|Navette|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions| Chambres","True"
"266","NH Napoli Panorama","Europe","Italie","Naples"," Via Medina, 70, 80133 Naples Italie","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|230 Chambres","True"
"267","NH Padova","Europe","Italie","Padoue"," Via Tommaseo, 61, 35131 Padoue Italie","Wi-Fi gratuit|Parking|Centre sportif|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|190 Chambres","True"
"268","NH Palermo","Europe","Italie","Palerme"," Foro Italico, 90133 Palerme Italie","Wi-Fi gratuit|Parking|Centre sportif|Piscine|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|157 Chambres","True"
"269","NH Parma","Europe","Italie","Parme"," Viale Paolo Borsellino, 31, 43122 Parme Italie","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|120 Chambres","True"
"270","NH Pisa","Europe","Italie","Pise"," Piazza della Stazione, 2, 56125 Pise Italie","Wi-Fi gratuit|Parking|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|100 Chambres","True"
"271","NH Ravenna","Europe","Italie","Ravenne"," Piazza Mameli, 1, 48121 Ravenne Italie","Wi-Fi gratuit|Parking|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|84 Chambres","True"
"272","Anantara Palazzo Naiadi Rome Hotel","Europe","Italie","Rome"," Piazza della Repubblica, 47 00185 Rome Italie","Wi-Fi gratuit|Centre sportif|Spa|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|238 Chambres","False"
"273","NH Collection Roma Centro","Europe","Italie","Rome"," Via dei Gracchi, 324, 00192 Rome Italie","Wi-Fi gratuit|Parking|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|258 Chambres","True"
"274","NH Collection Roma Fori Imperiali","Europe","Italie","Rome"," Via di Santa Eufemia, 19 00187 Rome Italie","Wi-Fi gratuit|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|42 Chambres","True"
"275","NH Collection Roma Giustiniano","Europe","Italie","Rome"," Via Virgilio, 1 E/F/G, 00193 Rome Italie","Wi-Fi gratuit|Parking|Centre sportif|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|161 Chambres","True"
"276","NH Collection Roma Palazzo Cinquecento","Europe","Italie","Rome"," Piazza dei Cinquecento, 90, 00185 Rome Italie","Wi-Fi gratuit|Parking|Centre sportif|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|177 Chambres","True"
"277","NH Collection Roma Vittorio Veneto","Europe","Italie","Rome"," Corso d'Italia, 1, 00198 Rome Italie","Wi-Fi gratuit|Parking|Centre sportif|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Baby-sitter|Occasions spéciales|Navette|Réunions|199 Chambres","True"
"278","NH Roma Villa Carpegna","Europe","Italie","Rome"," Via Pio IV, 6, 00165 Rome Italie","Wi-Fi gratuit|Parking|Centre sportif|Piscine|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|201 Chambres","True"
"279","NH Savona Darsena","Europe","Italie","Savone"," Via A. Chiodo, 9, 17100 Savone Italie","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|92 Chambres","True"
"280","NH Siena","Europe","Italie","Sienne"," Piazza La Lizza, 53100 Sienne Italie","Wi-Fi gratuit|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|129 Chambres","True"
"281","NH Collection Taormina","Europe","Italie","Taormine"," Via Circonvallazione 11, 98039 Taormine Italie","Wi-Fi gratuit|Parking|Centre sportif|Piscine|Spa|100%|Climatisation - Contrôle de la climatisation|Animaux|Eco-friendly|Accessibilité|Occasions spéciales|Réunions|63 Chambres","True"
"282","NH Trento","Europe","Italie","Trento"," Via Adalberto Libera, 38121 Trento Italie","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|89 Chambres","True"
"283","NH Trieste","Europe","Italie","Trieste"," Corso Cavour, 7, 34132 Trieste Italie","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Occasions spéciales|Réunions|173 Chambres","True"
"284","NH Collection Torino Piazza Carlina","Europe","Italie","Turin"," 15 Piazza Carlo Emanuele II, 10123 Turin Italie","Wi-Fi gratuit|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Animaux|Occasions spéciales|Réunions|160 Chambres","False"
"285","NH Torino Centro","Europe","Italie","Turin"," C.so V. Emanuele, 104, 10121 Turin Italie","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|182 Chambres","False"
"286","NH Torino Lingotto Congress","Europe","Italie","Turin"," Via Nizza, 262, 10126 Turin Italie","Parking|Centre sportif|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions| Chambres","False"
"287","NH Torino Santo Stefano","Europe","Italie","Turin"," Via Porta Palatina, 19, 10122 Turin Italie","Wi-Fi gratuit|Parking|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|134 Chambres","True"
"288","NH Collection Venezia Grand Hotel Palazzo dei Dogi","Europe","Italie","Venise"," Fondamenta Madonna dell'Orto, 3500 30121 Venise Italie","Wi-Fi gratuit|Spa|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|64 Chambres","False"
"289","NH Collection Venezia Murano Villa","Europe","Italie","Venise"," Fondamenta Andrea Navagero n.29, Murano 30141 Venise Venise Italie","Wi-Fi gratuit|Centre sportif|Spa|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|104 Chambres","False"
"290","NH Venezia Laguna Palace","Europe","Italie","Venise"," Viale Ancona, 2, 30172 Venice Mestre Venise Italie","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|376 Chambres","True"
"291","NH Venezia Rio Novo","Europe","Italie","Venise"," Calle Larga Ragusei Dorsoduro 3489/E-C, 30123 Venise Italie","Wi-Fi gratuit|100%|Climatisation - Contrôle de la climatisation|Centre sportif|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|144 Chambres","True"
"292","NH Venezia Santa Lucia","Europe","Italie","Venise"," Rio Terà Lista di Spagna, 116/A 30121 Venise Italie","Wi-Fi gratuit|100%|Climatisation - Contrôle de la climatisation|Accessibilité|100 Chambres","False"
"293","NH Collection Palazzo Verona","Europe","Italie","Vérone"," Via Adua 6/8 37121 Vérone Vérone Italie","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|70 Chambres","False"
"294","NH Bratislava Gate One","Europe","Slovaquie","Bratislava"," Ambrušova 7, 821 04 Bratislava Slovaquie","Parking|Centre sportif|Piscine|Spa|100%|Climatisation - Contrôle de la climatisation|Animaux|Occasions spéciales|Réunions|117 Chambres","False"
"295","NH Luxembourg","Europe","Luxembourg","Luxembourg"," 1, Route de Tréves,
 L-2633  Senningerberg Luxembourg Luxembourg","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Navette|Occasions spéciales|Réunions|149 Chambres","True"
"296","NH Amersfoort","Europe","Pays-Bas","Amersfoort"," Stationsstraat 75, 3811 MH Amersfoort Pays-Bas","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|114 Chambres","True"
"297","NH Amsterdam Caransa","Europe","Pays-Bas","Amsterdam"," Rembrandtplein, 19, 1017 CT Amsterdam Pays-Bas","Wi-Fi gratuit|100%|Eco-friendly|Animaux|Navette|Occasions spéciales|Réunions|66 Chambres","True"
"298","NH Amsterdam Centre","Europe","Pays-Bas","Amsterdam"," Stadhouderskade, 7, 1054 ES Amsterdam Pays-Bas","Wi-Fi gratuit|Centre sportif|Spa|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|237 Chambres","True"
"299","NH Amsterdam Museum Quarter","Europe","Pays-Bas","Amsterdam"," Hobbemakade, 50, 1071 XL Amsterdam Pays-Bas","Wi-Fi gratuit|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|163 Chambres","True"
"300","NH Amsterdam Noord","Europe","Pays-Bas","Amsterdam"," Distelkade, 21, 1031 XP Amsterdam Pays-Bas","Wi-Fi gratuit|Parking|Centre sportif|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Occasions spéciales|Réunions|290 Chambres","True"
"301","NH Amsterdam Schiller","Europe","Pays-Bas","Amsterdam"," Rembrandtplein 26, 1017 CV Amsterdam Pays-Bas","Wi-Fi gratuit|100%|Eco-friendly|Animaux|Navette|Occasions spéciales|Réunions|94 Chambres","True"
"302","NH Amsterdam Schiphol Airport","Europe","Pays-Bas","Amsterdam"," Kruisweg 495. Hoofddorp, 2132 NA Amsterdam Pays-Bas","Wi-Fi gratuit|Parking|Centre sportif|Navette|Piscine|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|419 Chambres","True"
"303","NH Amsterdam Zuid","Europe","Pays-Bas","Amsterdam"," van Leijenberghlaan 221, 1082 GG Amsterdam Pays-Bas","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|213 Chambres","True"
"304","NH City Centre Amsterdam","Europe","Pays-Bas","Amsterdam"," Spuistraat, 288-292, 1012 VX Amsterdam Pays-Bas","Wi-Fi gratuit|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|213 Chambres","True"
"305","NH Collection Amsterdam Barbizon Palace","Europe","Pays-Bas","Amsterdam"," Prins Hendrikkade, 59-72, 1012 AD Amsterdam Pays-Bas","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|274 Chambres","True"
"306","NH Collection Amsterdam Doelen","Europe","Pays-Bas","Amsterdam"," Nieuwe Doelenstraat, 26, 1012 CP Amsterdam Pays-Bas","Wi-Fi gratuit|Parking|100%|Eco-friendly|Animaux|81 Chambres","True"
"307","NH Collection Amsterdam Flower Market","Europe","Pays-Bas","Amsterdam"," Vijzelstraat 4, 1017 HK Amsterdam Pays-Bas","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Centre sportif|Eco-friendly|Animaux|Accessibilité|233 Chambres","True"
"308","NH Collection Amsterdam Grand Hotel Krasnapolsky","Europe","Pays-Bas","Amsterdam"," Dam 9, 1012 JS Amsterdam Pays-Bas","Wi-Fi gratuit|Parking|Climatisation - Contrôle de la climatisation|100%|Eco-friendly|Animaux|Accessibilité|Baby-sitter|Occasions spéciales|Réunions|451 Chambres","True"
"309","nhow Amsterdam RAI","Europe","Pays-Bas","Amsterdam"," Europaboulevard 2b 1078 RV Amsterdam Pays-Bas","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Animaux|Accessibilité|Occasions spéciales|Réunions|650 Chambres","False"
"310","NH Arnhem Rijnhotel","Europe","Pays-Bas","Arnhem"," Onderlangs, 10, 6812 CG Arnhem Pays-Bas","Wi-Fi gratuit|Parking|100%|Eco-friendly|Animaux|Occasions spéciales|Réunions|68 Chambres","True"
"311","NH Bussum Jan Tabak","Europe","Pays-Bas","Bussum"," Amersfoortsestraatweg 27, 1401 CV Bussum Pays-Bas","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|84 Chambres","True"
"312","NH Capelle","Europe","Pays-Bas","Capelle aan den IJssel"," Barbizonlaan 2, 2908 MA Capelle aan den IJssel Pays-Bas","Wi-Fi gratuit|Parking|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|105 Chambres","True"
"313","NH Collection Eindhoven Centre","Europe","Pays-Bas","Eindhoven"," Vestdijk 5, 5611 CA Eindhoven Pays-Bas","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Navette|Occasions spéciales|Réunions|132 Chambres","True"
"314","NH Eindhoven Conference Centre Koningshof","Europe","Pays-Bas","Eindhoven"," Locht 117, 5504 RM Veldhoven Eindhoven Pays-Bas","Wi-Fi gratuit|Parking|Centre sportif|Piscine|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Navette|Occasions spéciales|Réunions|509 Chambres","True"
"315","NH Groningen","Europe","Pays-Bas","Groningue"," Hanzeplein, 132, 9713 GW Groningue Pays-Bas","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Occasions spéciales|Réunions|127 Chambres","True"
"316","NH Groningen Hotel de Ville","Europe","Pays-Bas","Groningue"," Oude Boteringestraat 43 - 45, 9712 GD Groningue Pays-Bas","Wi-Fi gratuit|Parking|Eco-friendly|Animaux|Occasions spéciales|Réunions|66 Chambres","True"
"317","NH Atlantic Den Haag","Europe","Pays-Bas","La Haye"," Deltaplein 200, 2554 EJ La Haye Pays-Bas","Wi-Fi gratuit|Parking|Centre sportif|Piscine|100%|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|152 Chambres","True"
"318","NH Den Haag","Europe","Pays-Bas","La Haye"," Prinses Margrietplantsoen 100, 2595 BR La Haye Pays-Bas","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Occasions spéciales|Réunions|205 Chambres","True"
"319","NH Maastricht","Europe","Pays-Bas","Maastricht"," Forum, 110, 6229 GV Maastricht Pays-Bas","Wi-Fi gratuit|Parking|Centre sportif|Spa|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|275 Chambres","True"
"320","NH Naarden","Europe","Pays-Bas","Naarden"," IJsselmeerweg, 3, 1411 AA Naarden Pays-Bas","Wi-Fi gratuit|Parking|Centre sportif|100%|Climatisation - Contrôle de la climatisation|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|128 Chambres","True"
"321","NH Noordwijk Conference Centre Leeuwenhorst","Europe","Pays-Bas","Noordwijkerhout"," Langelaan, 3, 2211 XT Noordwijkerhout Pays-Bas","Wi-Fi gratuit|Parking|100%|Eco-friendly|Animaux|Accessibilité|Occasions spéciales|Réunions|513 Chambres","True"
"322","NH Veluwe Sparrenhorst","Europe","Pays-Bas","Nunspeet"," Eperweg 46, 8072 DB Nunspeet Pays-Bas","Wi-Fi gratuit|Parking|Centre sportif|Piscine|100%|Eco-friendly|Animaux|Accessibilité|Golf|Occasions spéciales|Réunions|117 Chambres","True"
"323","NH Atlanta Rotterdam","Europe","Pays-Bas","Rotterdam"," Coolsingel/Aert van Nesstraat, 4, 3012 CA Rotterdam Pays-Bas","Wi-Fi gratuit|Parking|Eco-friendly|Animaux|Accessibilité|Centre sportif|Occasions spéciales|Réunions|215 Chambres","True"
